reviews,stars,dates
  O produto é ótimo porém não tem o Globo play e até agora o hbo max tbm não está no catálogo,4,2021-08-20
"  Gostei do produto, tudo fácil de fazer, até minhas filhas que são crianças conseguem mexer.",5,2021-06-10
"  Ótimo, funciona perfeitamente, e atende a todas as necessidades para que quer uma smart tv.",5,2021-12-11
"  Gostei muito do aparelho, discreto, leve , ótimas funções e muito bom vale apena comprar...",5,2022-02-26
  Muito legal a integração com a alexa. Só peca pela falta de compatibilidade com o globoplay,4,2021-07-01
  Chegou antes do previsto está funcionando perfeitamente.,5,2021-09-09
"  Estou completamente satisfeita com essa compra, amei o produto e as funções.",5,2021-10-12
"  Muito bom , tenho um concorrente direto dele aqui no Brasil e esse é muito melhor !",5,2022-01-07
"  Muito bom o aparelho, eu amei demais.De uma TV simples, minha tv se tornou uma smart.",5,2021-09-18
  Ótimo e muito fácil de instalar! Gostei demais e com a Alexa tudo fica bem mais interativo.,5,2022-01-31
"  Muito bom. Falta o HBO Max, mas é possível instalar (basta procurar orientações no Google).",5,2021-12-15
"  O produto é muito bom, mas não permite a instalação do HBO MAX....ficou faltando esse item.",3,2022-02-17
  Transformou nossa TV normal em smart. Super fácil de usar e maravilhoso!!!,5,2022-03-13
"  Produto simples e pratico de se mexer, uma pena que não instala o HBO MAX.",5,2022-02-08
"  Nada que eu não tenha gostado. Produto simples, controle remoto eficiente.",5,2021-10-24
  Tudo de bom,5,2021-12-04
"  Tenho o modelo anterior, essa versão, melhorou bastante, ficou muito mais prático.",5,2021-12-11
  Excelente! Atendeu minhas expectativas. Qualidade e funcionalidade num só produto.,5,2021-11-14
"  Ótimo produto. Não trava, amém de ser super rápido em todas as funções. Recomendo!",5,2022-02-26
"  Foi fácil a instalação, a alexa responde bem aos comandos, é um excelente produto.",5,2021-07-16
"  Estou muito satisfeito com o FireTV que ""transformou"" minha TV antiga numa SmarTV.",5,2021-11-28
"  Muito bom, é prático e fácil de usar.Ainda não me arrependo de ter comprado.",5,2021-05-26
"  Simples de instalar, funciona muito bem, tem todos os apps mais utilizados, adorei",5,2021-06-11
  O FireTv Stick me surpreendeu. velocidade de processamento,5,2021-12-05
  Super fácil de instalar e usar. Controle excelente. Funcionamento super rápido.,5,2022-01-08
"  Gostei da compra só estou tento pbm com Alexa, no mais está TD bem",5,2022-02-18
"  Tenho indicado pra família toda, ele é o mais completo do mercado.",5,2022-03-08
"  Melhor compra dos últimos tempos, ia trocar a tv sem necessidade e o fire stick mudou isso",5,2021-12-05
"  Prático, facílima instalação e cumpre perfeitamente tudo aquilo que a publicidade promete.",5,2021-05-17
"  Top demais, minha TV Antiga ficou totalmente nova, muita rápido, melhor custo x beneficio.",5,2022-01-31
"  Gostei de tudo nesse produto.É de fácil instalação, compacto, e tem tudo que promete",5,2021-12-10
"  Gostei de tudo nesse produto.É de fácil instalação, compacto, e tem tudo que promete",5,2021-12-10
"  Superou minha meu Android tv, falta alguma aplicativo nacionais como Globo play e outros..",4,2022-03-13
  Excelente muito fácil a instalação e configuração ! Chegou bem embalado e super rápido !!!,5,2021-11-30
"  Consegui configurar , mais não abre os canais , tenho que fazer uma assinatura na Amazon ?",1,2021-07-29
"  Controle fácil uso, fácil instalação...até o momento aparelho superou minhas expectativas.",5,2021-06-10
  Produto excelente! Recomendo.,4,2022-02-03
"  Resolveu problema de Smart que não pega os novos Apps ( Disney, Directv Go, etc. )",5,2022-01-21
"  excelente produto , unico problema é que nao possui o globo play em sua plataforma",5,2022-01-06
"  Já estou usando a um tempo e agora vim dar minha opinião, perfeito , ótima compra.",5,2021-12-16
  Gostei muito Funciona perfeitamente e fácil de usar e instalar,5,2021-08-13
"  Muito fácil de instalar, fácil desenvolvimento e muito ágil, ótimo para apps de streaming.",5,2021-10-01
"  utilizo na TV. Praticidade é a palavra que resume tudo, detalhe que o controle é muito bom",5,2021-11-03
  Excelente equipamento. Fácil de instalar. Entrega antecipada do produto. Muito satisfeito.,5,2021-08-30
"  Excelente veio tudo perfeito, porem nao consegui baixar a globoplay nele, única coisa ruim",5,2022-01-07
"  MUITO BOM PRODUTO, ATENDE TODAS AS EXPECTATIVAS, MUITO BEM EMBALADO E ENTREGA MUITO RÁPIDO",5,2021-12-07
"  Produto excelente, qualidade muito muito boa tanto em imagem como em som.",5,2022-01-20
"  Prazo de entrega, qualidade do produto, cliente totalmente satisfeito, superou minhas expectativas.",5,2021-09-24
  O único problema é não poder despertar com música.,5,2022-02-07
  Chegou rápido. Fácil instalação. recomendo muito !,5,2022-01-12
  Entrega o que promete.,5,2021-08-19
  Gostei bastante do Produtos veio bem embalado e Fácil de Instalar,5,2021-09-19
"  Amei a qualidade de imagem, mas espero que adicionem o globo play e o HBOmax logo",5,2022-02-16
"  Ótimo, podem comprar e ser felizes.",5,2021-12-13
  Muito rápido e fácil de utilizar ! Excelente aquisição 😀,5,2021-07-01
  Seja numa TV smart ou não esse é o Cadillac dos upgrades.,5,2021-12-04
"  É um excelente produto, gostei muito da comunicação via bluetooth com equipamentos de som",5,2021-10-07
"  O produto é muito bom, mas faltam após as importantes para o BR, como Globoplay e HBO Max",4,2021-11-24
  Chegou 4 dias antes do prazo e a instalação é muito fácil e rápida estou amando o produto,5,2022-01-20
"  Chegou antes do prazo, foi fácil de instalar e rápido nos comandos.Recomendo muito.",5,2021-07-19
  Achei incrível! Funcionou perfeitamente. Super intuitivo e fácil de mexer. Recomendo 110%,5,2022-01-21
"  Muito bom o produto como um todo, mesmo conectado com o USB na TV ele funciona muito bem.",5,2021-12-03
"  Recomendo. Bem fácil de usar, poder pedir tudo por controle de voz é bem prático.",5,2022-01-04
"  É perfeito! Atendeu todas minhas expectativas, IPTV, AMAZON PRIME, NETFLIX, apps úteis...",5,2021-07-02
"  Muito prático, fácil de usar. Minha TV que não é smart ficou bem melhor com o Fire Stick.",5,2021-06-15
  Cumpriu com o que promete...,4,2021-07-10
"  Muito fácil de usar, em especial a Alexa, isso facilita no momento de fazer uma pesquisa!",5,2021-12-27
  Na realidade não utilizei muito a Alexa.Poucos dados para fazer uma melhor análise.,4,2021-12-09
"  Muito fácil e descomplicado, poderia ter mais aos como o hbomax, mas é muito bom para uso",5,2022-01-09
"  O aparelho é ótimo, nada a reclamar, fácil de instalar, fácil de usar...",5,2021-12-05
"  TRansformou minha antiga TV em uma smart, sem nenhum tipo de travamento.",5,2021-12-07
  Excelente,5,2022-01-16
  MUITO BOM,5,2021-11-09
"  Ótimo produto, integração com Alex, principais aplicativos de streaming,",5,2021-10-13
  Estou gostando muito.,5,2021-12-09
"  otimo aparelho,  Alexa funcionando bem com os comandos , sem travas. Recomendo!!",5,2022-03-06
"  Produto TOP, realmente muito bom para transformar uma TV antiga em uma TV Smart.",5,2021-06-07
"  Gostei muito. Ótima integração, ótima imagem e muito fácil e intuitivo para usar",5,2021-06-24
"  Funciona super bem! Fácil de instalar e, por enquanto, só alegria. Nunca falhou!",5,2021-09-24
"  Não esperava que fosse tão bom e responsivo, vale demais",5,2021-12-13
  O Produto cumpre o que promete e funciona perfeitamente.,5,2021-12-02
  Poderia atender Alexa sem apertar o botão,4,2021-12-01
"  Sensacional, integração praticamente automática, fácil de instalar e de ótima qualidade.",5,2021-12-04
  Ele não aparece imagem na minha tv só áudio,1,2022-01-19
"  Atendeu todas as minhas expectativas, tem o rakuten viki então pra mim já está excelente",5,2021-08-17
"  Produto com acabamento impecavel, qualidade da imagem otima, fácil de instalar e de usar",5,2021-12-07
"  Excelente produto, porém, não aceita o HBOMax e isso prejudica a sua melhor performance.",4,2021-12-22
"  Gostei muito da velocidade do sistema, pois é bem mais rápido que o Mi tv  Stick",5,2022-02-01
  excelente produto fácil manusear porém não funcionou com a minha tv marca Buster,5,2021-12-03
"  Muito satisfeita com o meu fire stick, fácil de instalar e conectar com Alexia. Perfeito",5,2021-08-23
  Adorei a facil instalação me surpreendeu o modo de funcionamento nota 1000 para a Amazon,5,2022-01-03
  Gostei facilidade acesso . Nao gostei controle parece fragil medo que danifique ao cair.,5,2022-02-04
"  Equipamento excelente, fácil instalação, comando de voz muito bom, amei, super recomendo",5,2021-12-23
  Excelente aparelho interage com alexa é rápido a resposta recomendo sim,5,2022-01-13
"  Perfeito, rápido e tudo de bom. Só elogios a essa versão, eu amei 🤍💙.",5,2021-05-14
"  Gostei muito! Vale a pena . Prático, fácil instalação. Dinâmico",5,2022-01-20
  Atendeu minhas expectativas e minha necessidade.,5,2022-02-08
  Não há mais o que falar deste Dispositivo. É TOP,5,2021-12-09
  Minha TV não possui vários apps e com o fire stick consegui ter acesso!,5,2021-10-06
  Produto bom mais podia melhorar mais,3,2021-06-21
"  Eu gostei do bluetooth, qualidade da imagem e do som e facil navegar nas opções",5,2021-05-27
"  Muito intuitivo, instalação muito fácil, qualidade de vídeo e áudio intocáveis.",5,2021-11-19
"  Excelente produto, com ótimo custo x beneficio!!! RECOMENDO !!!!!!!!!!!!!!!!!!!",5,2022-02-07
"  Estou tendo uma ótima experiência com o fire tv estick,muito bom e recomendo...",5,2022-01-05
  Minha tv é um pouco antiga com o aparelho ficou como uma tv nova é muito rápida,5,2021-10-25
"  Gostei de tudo, principalmente a companhia da Alexa, que deixa tudo inteligente",5,2022-01-08
"  Muito fácil de istalar, plugou rodou. Muito rapido e pura diversão...recomendo.",5,2021-06-22
  O que mais gostei foi que ligando ele a TV liga e já abre a tela sem enrolação.,5,2021-12-10
  Superior com toda a certeza qto aos demais concorrentes,5,2021-12-14
"  Produto excelente, moderno, rápido e de fácil manuseio.",5,2021-10-07
  Super satisfeita. Agora consigo assistir Prime e Disney que minha TV nao tinha.,5,2021-09-09
  Resolveu o problema da minha tv que tem o processador devagar além de oferecer mais serviços,5,2021-12-01
  Amei o controle e super fácil e bem preciso ao falar com a Alexa.... Muito top..,5,2021-08-25
"  Simplesmente a melhor, adorei o produto.",5,2021-10-30
"  Equipamento excelente, ótima tecnologia.",5,2021-12-27
"  Eu amei, chegou super rápido e eu consegui instalar muito fácil",5,2022-02-05
"  Gostei do controle, não gostei do carregador muito grande e podia ter mais memória ROM.",4,2021-12-11
"  Produto excelente, fácil de instalar e rápido.Controle remoto muito simples",5,2021-06-07
  Muito bom essa versão que tem controle de volume. Agora não preciso mais de 2 controles,5,2021-12-02
"  SE PUDE-SE SE ALIMENTAR PELA PROPRIA PORTA  DE ENTRADA COMO A USB P.EX, MA É MUITO BOM.",4,2021-06-09
  Muito top esse fire tv stck estou amando,5,2021-06-02
"  Muito bom, o botão da Alexa e os controles para a TV são um grande diferencial.",5,2021-12-11
"  Amei o Fire TV Stick com Controle Remoto por Voz com Alexa, muito bom recomendo",5,2022-02-23
  Muito  bom para quem não  tem tb smart.....super indico,5,2022-02-18
  Foi fácil de instalar e a Alexis muito prático.,5,2022-03-10
"  Produto excelente, atende a todos os objetivos.",5,2022-03-10
"  É um ótimo produto, atendeu minhas espectativas",5,2021-10-31
  Gostei muito. Fácil instalação e configuração. Tempo de resposta do controle muito bom.,5,2022-01-18
"  Produto perfeito, fácil instalação e funciona perfeitamente.sem travamentos ou gargalos",5,2021-11-19
  Dispositivo apresenta fluidez e roda liso. Excelente. Troca rápida de menus. Muito bom.,5,2022-01-26
  Saite segura entrega rápida atendimento mil parabénsPode compra e ótimo o produto,5,2022-01-26
  Muito satisfeita com a compra e a agilidade da entrega do produto me surpreendeu 3 dias,5,2022-01-18
"  O produto chegou com dois dias. Foi fácil de instalar, e interagir com a Alexa. Adorei.",5,2022-02-01
"  Aparelho cumpre perfeitamente com o que foi apresentado, fácil instalação e utilização.",5,2022-02-01
"  Boa noite! seria ideal que tivesse mais canais no TV -ABERTO, os principais não tem....",5,2022-02-19
"  Muito bom, fácil de instalar, fácil de usar, gostei muito e recomendo.",5,2021-12-10
"  É um excelente produto, nossa estou apaixonada. Simplesmente perfeito!",5,2021-08-05
"  Gostei muito o terceiro que compro, tenho em todos os comodos.",5,2021-07-28
  Sensacional funciona super bem! Atualiza perfeitamente os canais da TV,5,2021-08-05
  O Firefox Stick atendeu minhas expectativas.  Estou contente  com a aquisição.,5,2021-09-26
"  Muito bom e eficiente, instalação rápida e possibilidade de baixar vários apps",5,2021-12-18
"  Meio confuso a procura por aplicativos na loja, mas de modo geral funciona bem",5,2021-07-16
  Amei tudo o que o produto fornece,5,2021-12-19
  Em poucos passos transformei a minha antiga TV em uma Smart de ultima geração.,5,2022-01-14
  Facil instalação,5,2021-08-27
  Com o controle remoto fica ainda mas fácil de navegar.,4,2021-12-23
  Recomendo a todos que desejam uma experiência multimídia,5,2022-01-21
  Fácil instalação e configuração.,5,2021-10-18
"  Esse é o segundo que compro, muito bom.",5,2021-11-29
  Não ter aplicativo da HBO Max atrapalha,5,2021-10-07
"  Gostei muito, fácil de usar, não trava.",5,2022-03-08
"  Simplesmente perfeito ótima tecnologia atendeu todas as minhas necessidades,comprem 😁",5,2022-02-10
"  O fire tv é perfeito, atende a necessidade, ultra rápido com muita qualidade de imagem",5,2021-06-03
"  Até o momento estou muito satisfeito, uso muito para filmes e acesso a internet na tv.",5,2022-01-31
"  O sistema responde bem, bem melhor que os app nativos da amazon que vem em algumas TVs",5,2021-11-30
  Fácil instalação! Muito fluído. Vale a pena para deixar a interface da tv modernizada.,5,2021-10-15
"  Ele é bom, mas tem bastante travamentoE a questão de usar tomada em vez do USB da TV é muito ruim",4,2021-10-06
"  FUNCIONA SUPER BEM, SUPER FACIL DE INSTALAR, NÃO CAI, NÃO DESCONECTA. MUITO BOM MESMO.",5,2021-09-01
"  É oque esperava, gostei muito, super facil de instalar e muito mais facil de explorar.",5,2021-10-06
"  Excelente produto, fácil instalação, ótima programação",5,2021-12-27
"  Mais do que eu esperava! Sem travamentos, muito legal!",5,2021-11-30
"  Ótimo aparelho, muito fácil de instalar  ótimo desempenho muito fácil de instalar apps",5,2022-01-28
"  ótimo. Vendedor excelente. Chegou muito rápido, muito antes do previsto. Super indico.",5,2022-02-20
  Faltou uma cabo maior para ligar o fire stick na tomada.Fora isso! Bom aparelho.,5,2021-12-16
"  Funcionou perfeitamente, a caixa chegou um pouco amassada mas nenhum dano no aparelho.",5,2022-01-18
  Deu vida nova à minha TV. Agora é ela Smart com todos aplicativos de streaming e IPTV.,5,2021-12-27
"  super funcional e prático, e conjunto com a Alexa fica mais completo.",5,2021-12-10
  Achei maravilhoso o produto cumpre com o que promete adorei recomendo,5,2022-01-22
"  Achei um produto maravilhoso. Até o momento, me serviu perfeitamente.",5,2021-05-20
  Dispositivo muito bom. Dá pra instalar até o emulador Retroarch nele.,5,2022-02-08
  Podem comprar sem medo excelente produto cumpre o que promete,5,2021-12-04
  Estou muito satisfeita com a aquisição desse equipamento amei,5,2022-01-17
  Muito bom. Produto de boa qualidade. Vale a pena a aquisição.,5,2022-01-03
"  Excelente aquisição, produto realmente entrega o que promete.",5,2021-08-06
"  Ótimo produto de ótima qualidade,  funcionalidade perfeita....vários recursos",5,2022-01-19
"  Melhor aparelho para TV, otimo no que promete.",5,2021-12-31
"  amei o produto, super fácil de instalar e me surpreendeu com a velociade que ele tem.",5,2021-10-17
"  Excelente produto muito rápido a navegação,produto de otima qualidade recomendo 100%.",5,2021-09-01
"  Vc não consegue instalar o app Globo play, SBT ao vivo e vários outros. Me arrependi.",2,2022-01-10
"  Instalar o equipamento foi fácil porem configuração deu trabalho, mas deu tudo certo.",5,2021-07-18
  Superou todas as espectativas. Possível colocar qualquer app. Muito veloz. Alexa top.,5,2021-08-29
  Excelente qualidade. As instruções de instalação assim como a própria podem melhorar.,5,2021-12-08
"  Adoramos o produto, até minha filha de 2 anos mexe super fácil,  já é amiga da ""lexa""",5,2021-11-23
"  Produto muito bom, funciona direitinho; muito fácil de instalar e de entender o menu.",5,2021-12-15
"  A única coisa que ficou faltando foi conseguir desligar o dispositivo. De resto, 100%",5,2021-10-07
"  Aparelho super fácil de instalar,  conexão automática com alexa, simplesmente amei...",5,2021-12-04
"  Amei o produto, facil de instalar,  de manuseio é uma maravilha.Super recomendo",5,2022-01-27
  Recomendo! Uso até pra controlar meus aparelhos inteligentes.,5,2021-11-29
  Atendeu totalmente as espectativas. Super recomendo o produto,5,2021-12-29
  Super fácil de instalar e sem nenhum problema com conexão ou compatibilidade.,5,2022-01-12
"  Melhor escolha para tornar minha TV em Smart, um único controle para TV, HT e o Fire.",5,2021-09-29
  Acredito q nós próximos 15 anos eu não compre outra smart TV. Sensacional o aparelho.,5,2021-11-15
"  Fácil de instalar, vários apps interessantes e deixa a tv com cara de smart. Lindona!",5,2021-08-05
"  É o melhor fire stick que já tive, recomendo.",5,2021-11-30
"  Otimo produto, facil instalação, o controle com Alexia é ótimo agiliza muito. Amei!!!",5,2021-12-28
"  Melhor compra! Praticidade no uso, agora tenho tudo em um controle remoto só. Adorei!",5,2022-01-29
"  A um tempo procurava um aparelho desse, enfim achei e estou gostando demias. Nota 💯.",5,2021-12-11
  Com resposta rápida do controle fácil pesquisar com a alexa e o APP de fácil manuseio,5,2021-11-19
"  Facilidade de instalação e operação, produto excelente, atendeu todas as expectativas",5,2022-01-19
  Gostei de poder ligar e desligar a TV e não gostei por não ter botões para mudar cany,4,2022-01-01
"  Chegou!!!Tirando o fato da caixa chegar toda amassada, o dispositivo é excelente, rápido e fácil instalação!",5,2021-07-05
"  Produto muito bom, fácil de instalar e muito prático.Excelente",5,2021-12-25
"  Produto atende todas as expectativas, excelente ,as meninas amaram!!",5,2022-01-14
"  Comprei pela segunda vez, esse aparelho é incrível. Super recomendo!",5,2021-11-26
"  È um aparelho incrivel, bem otimizado gostei bastante e comprei dois",5,2022-02-21
"  funcionou conforme previsto, consegui acessar todos os app de stream",5,2021-09-12
  Excelente!!,5,2021-06-11
"  Produto maravilhoso, chegou antes do prazo, super rápido e fácil instalação.",5,2022-02-25
"  Um produto ótimo, fácil de usar e instalar.Simplificou mt as coisas =D",5,2021-09-06
"  Gostei muito … quanto falo a alexa, busca muito bem os catálogo dos filmes …",5,2021-08-18
  Entrega oq promete. Excelente  aquisição.  Recomendo,5,2021-12-28
"  muito bom, a fire tv é superior do que umas smart tv",5,2021-12-10
  chegou super rápido e está funcionando bem realmente é uma aquisição que vale a pena,5,2021-07-15
  Salvou minha smartTV que já está um.poico velhinha. Eu recomendo muito o fire stick.,5,2022-01-18
"  Sensacional! Melhor produto da linha!  Já usei outros , mas não compensa! Excelente!",5,2022-03-09
"  Tudo perfeito, instalação mais fácil do que imaginei, imagens nítidas, enfim adorei!",5,2021-05-24
"  Ainda falta suporte para alguns app, contudo, ainda se trata de um aparelho incrível",5,2022-02-03
"  Facilidade de instalação e utilização, tenho indicado a outros que não tem smart tv.",5,2021-11-08
  A caixa do produto chegou toda amassada,3,2022-02-11
  Gostei de tudo. Facilidade agilidade e entende tudo que se fala mesmo falando baixo.,5,2022-01-24
"  O aparelho é bom, mas trava um pouco e não tem aplicativos como HBO max e Globoplay.",5,2022-02-04
  Simples de instalar e muito fácil de usar. Como não descobri isso antes? Muito bom!!,5,2021-05-20
  Super recomendo. Atendeu todas as expectativas. Compraria outro sem dúvidas.,5,2021-12-21
"  A melhor compra que fiz, é maravilhoso funciona perfeitamente muito muito muito bom!",5,2021-08-19
"  Gostei muito do produto, dos serviços de streaming mais comuns, só não tem globoplay",5,2021-10-09
  SiSimplesmente perfeito,5,2021-09-28
"  De fácil manuseio, rápido, resumo perfeito!!",5,2022-01-28
  Aparelho bem interessante e bastante fluido.,5,2021-06-16
  Gostei muito do aparelho conecta rápido Bluetooth e o controle funciona bem com a TV,5,2021-12-13
  Sem palavras simplismente perfeito entrega extremamente rapido chegou com dois dias.,5,2021-12-22
  Gostei muito e pretendo adquirir outros,5,2021-12-25
  Muito fácil de instalar,5,2021-07-03
  Muito fácil de mexer e bem intuitivo.,5,2022-02-14
"  RECOMENDO DEMAIS COMPRAR, VALE APENA!",5,2021-12-02
"  Realmente não tenho o que reclamar, o aparelho é muito bom.",5,2021-10-16
  interface rápida e perfeita os comandos Ultra rápidos.entrega antes do prazo Amazon  está de parabéns.,5,2021-06-10
  Adorei o produto! Recomendo!Transformou minha tv lcd em uma smart tv!,5,2022-02-15
  Produto excelente e funcionando perfeitamente e chegou antes do esperado...,5,2021-12-06
  O aparelho é incrível! super fácil de usar e bastante divertido! recomendo!,5,2021-12-16
"  Produto muito bom, porém falta integração com Goblo Play e HBO Max.",5,2021-09-03
  Perfeito!!!!! Fácil de usar e acesso rápido.,5,2021-06-30
  Aparelho fantasticoResposta super rapida aos comandos,5,2021-06-20
  Produto muito bom. atendeu de mais as expectativas.,5,2021-12-13
"  Bem rápido e simples de instalar, integração com echo bem top.Me surpreendeu.",5,2021-09-11
  Alexa facilita muito. Meu filho de 6 anos busca seus conteúdos pelo comando de voz.,5,2022-01-19
"  Ótimo produto, de acordo com o oferecido, atendeu totalmente minhas expectativas...",5,2021-06-13
  O produto é fácil de instalar fácil de usar me arrependi de não ter comprado antes!,5,2021-06-02
  Ainda estou descobrindo o aparelho mas adianto que a navegação é intuitiva e fácil.,5,2021-12-13
"  Amei, muito fácil de instalar,  meu filho de nove anos que instalou o aparelho rs .",5,2021-12-10
"  Ainda não tem APP GloboPlay, entendo que é uma deficiência da Globo, mas faz falta.",4,2022-02-05
"  Gostei, mas uma pena não ser possível instalar o Globoplay.",3,2022-02-08
  O produto é muito bomSuper atendeu o que eu precisava,5,2022-02-09
  Produto atendeu bem as expectativas!,5,2022-02-10
  Produto muito bom! Fácil de instalar,5,2022-03-03
"  Fácil instalação, eu já tinha conta configurada entrou tudo sozinho.",5,2021-12-23
"  Caso queria ver mais sobre o produto, abra o meu canal no youtube .. Canal ""Wahero""",5,2021-07-22
  Muito simples. Falha na ausência de um software nativo para a função mouse.,5,2022-03-01
  O controle é ok! E praticamente não uso Alexa.Extremamente fácil de instalar.,5,2022-01-08
"  O produto é ótimo, funciona muito bem (exceto a questão da alimentação de energia).",4,2022-02-17
  Produto muito bom eficas e funcional,5,2021-11-29
"  Me surpreendeu, rápido e com Alexa perfeito",5,2021-12-07
"  Usabilidade e praticidade, alem da integração sem igual...",5,2021-12-09
  Ótimo produto. Fácil de instalar e funciona perfeitamente.,5,2021-05-17
"  Excelente produto. Sistema Operacional atualizado, o Dolby Atmos funciona.",5,2022-01-05
  Muito o tempo resposta e a conexão do stick. Excelente aparelho! Recomendo,5,2021-12-07
"  O produto é bem fácil de configurar, é muito bom, quem comprar vai gostar.",5,2021-05-28
"  Amei , eu já tinha comprado  um agora compreio segundo é maravilhoso",5,2021-11-29
  MUITO BOM,5,2021-05-22
  gostei muito do aparelho muito facil de instalar recuperou minha tv antiga,5,2021-08-09
"  Quero o reembolso do 9,90 descontado em meu cartão, não quero assinatura do PRIME!",2,2022-02-01
"  Fácil de configurar e super discreto atras da tv, nao engasga ou trava. Recomendo.",5,2021-06-24
"  Produto maravilhoso ,melhora a qualidade da imagem da tv do audio . Entrega rápida",5,2022-03-14
"  Boa tarde, produto muito bom compre com o que promete ,ja estou adquirindo mais um",5,2021-06-20
  Adorei o produto.Assisto meus filmes e séries com alta qualidade de imagens.,5,2021-05-16
  Chegou rápido e minha família amou.,5,2022-03-09
"  Produto de excelente qualidade, me surpreendeu. Fácil instalar e utilizar.",5,2021-12-06
  Adorei,5,2021-07-03
  Gostei porque é intuitivo e as imagens são otimas.,5,2021-06-10
  Fácil estação e fácil manuseio,5,2021-11-30
  Muito bom. Facil de usar e os comandos de voz com alexa gacilita muito nas buscas.,5,2022-01-06
"  o controle remoto, depois de dois dias, já está dizendo que tá com a bateria fraca",4,2021-12-08
"  Bom produto, porém a falta de apps como HBOMax e Globoplay atrapalha a experiencia",3,2022-02-18
  Fácil instalação e interação,4,2021-12-11
  Gastei de td super rápido e o controle configurado com a TV e top,5,2021-09-30
"  Faltou o Globoplay e o discovery+ É muito novo, mas tbm não tá lá",4,2021-11-29
"  Gostei bastante, bem rápido e intuitivo, porém não possui HBO Max",4,2021-12-23
"  Produto que me fez substituir a net, junto com o directgo",5,2021-10-13
  Com integração com minha echo4 usei com saída do áudio..ficou top de mais,5,2022-02-02
  Fácil instalação. Pequeno e discreto. Perfeito!!!,5,2022-02-14
  Tudo funcionando. Fácil instalação.. Bem prático.,5,2022-02-16
"  Eu gostei muito do fire tv Stick,super recomendo.",5,2022-03-04
"  produto muito, mas nunca imaginei que a iria demorar tanto para entregar.",5,2021-11-12
"  Fácil de instalar, funciona muito bem. Tem vários APPs disponíveis para instalar.",5,2021-06-02
  Estou utilizando aproximadamente 5 meses e o controle do nada parou de funcionar.,1,2022-01-18
  Fácil instalação com os Apps de streaming mais utilizados em um só equipamento...,4,2022-02-17
"  Gostei por ser compacto e compatível com a tv, ass substituindo o controle da tv.",5,2021-10-13
"  Agora acesso todos meu aplicativos por um controle só, fácil e rápido. Recomendo.",5,2022-03-01
"  Excelente produto. Fácil instalação, resposta rápida, sistema fluído e intuitivo.",5,2022-01-01
"  O produto chegou muito rápido, é fácil de instalar e superou minhas expectativas!",5,2022-01-11
  Aparelho excelente de ótima performance e qualidade de som e imagem eu recomendo!,5,2021-12-19
"  Excelente produto, apenas uma ressalva com a instalação, mas de resto tudo ótimo.",4,2021-08-12
  Controle é excelente!! Principalmente a compatibilidade com vários modelos de tv!,4,2021-12-30
"  Tempo resposta muito bom, fácil de instalar e tem uma vasta opção de aplicativos.",5,2021-06-06
  Na minha opinião melhor que o Chromecast. Podem comprar sem medo. Entrega rápida.,5,2021-12-02
  Amei! Atendeu às minhas expectativas em tudo!! E o suporte da Amazon é nota 10!!!,5,2021-05-25
"  Faltou HBO MAX e Star, fundamental está com todos os Players. Somente isso faltou",3,2021-10-06
"  Nao trava, a alexa responde rapidamente, inclusive nos dispositivos smart",5,2021-12-04
  O melhor que já usei top...,5,2021-10-02
  A Alexa e bom e fácil de usa mais tem horas que eu falo e ela não executar a ação,5,2021-11-30
  Fácil de usar e instalar. Facilitou muito a utilização dos serviços de streaming.,5,2022-01-05
  Aparelho com processamento rápido e prático de instalação. Atende as expectativas,5,2022-02-10
  Até aqui tá safe. controlando a tv normal os volumes da tv apps fundando bom 😁👍,5,2022-01-20
  Muito fácil instalação... Reconheceu automaticamente o wi-fi cadastrado na Alexa.,5,2021-12-13
  Umn ótimo aparelho que transformou minha tb comum em uma smart!!Recomendo!!,4,2022-02-13
  Otimo aparelho ja tenho light agora esse que tem o controle melhor todos são otimos,5,2021-07-02
"  Podem comprar, vale a pena.",5,2022-02-07
  Ótimo . Fácil de usar e perfeita integração com a TV e a Alexa .,5,2022-01-05
"  Uma das melhores compras que eu poderia fazer, produto incrível!",5,2021-07-07
"  Superou minhas expectativas, fácil de instalar e transforma totalmente a TV, produto muito bom.",5,2021-06-19
  Gostei da velocidadeNão gostei de não ter HBO Max e nem globo play,3,2021-07-31
"  Eu amei o produto!! Super recomendo, se soubesse tinha comprado antes.❤️",5,2021-11-08
  A interação c alexa foi muito boa.Infelizmente  não tem globo play,4,2021-10-07
  Ótimo gostei muito interage bem com a tv e responde bem o comando de voz,5,2022-01-14
  Estou muito satisfeita com este produto. Tudo funcionando perfeitamente.,5,2022-02-02
"  O aparelho é bom, controle remoto fácil de manusear. Aparelho bem rápido",5,2022-01-04
  Gostei do modo de usar os aplicativos sem a necessidade de usar o celuar,5,2021-09-24
"  Praticidade e tecnologia em um só aparelho, resumindo, perfeito.",5,2021-10-11
  Produto otima qualidade so acho q falta uma capinha pro controle,5,2021-08-05
  Produto de ótima qualidade muito intuitivo,5,2021-07-24
"  Facil de usar, muito rápido e tem boa qualidade.",5,2022-01-06
"  Muito bom! Fácil de instalar de usar, imagem de qualidade! Apesar de não ser 4K,",5,2021-10-15
"  Tudo ótimo, funcionando perfeitamente. Instalação fácil, tem tudo o que preciso.",5,2021-06-05
